epoch,train_loss,val_loss,val_auc,lr
1,0.5579156721530317,0.4586694216406023,0.9552470160056928,0.0005005000000000001
2,0.4921581745147705,0.443862459949545,0.958363362640704,0.0003461460113097139
3,0.4833159363594185,0.43872382592510534,0.9591537395346941,0.00020690126647990973
4,0.477477173415982,0.4353110596940324,0.9597829482984197,9.639601130971382e-05
5,0.4749316702894613,0.43418874531178864,0.9600603659559322,2.5447270110570814e-05
6,0.472637816756761,0.43426033451750473,0.9599969347875065,0.001
7,0.4813529257060719,0.43990576589429703,0.95910075361291,0.0009938503261272714
8,0.4744369555898264,0.4351867751495258,0.9598937061590678,0.0009755527298894294
9,0.47266728294139004,0.43715831395742055,0.9596617487518432,0.0009455577588320898
10,0.4693621620029008,0.43310867934613617,0.9602526101035314,0.0009046039886902864
11,0.46611010521447577,0.43794289392393987,0.9599495385566553,0.0008536998372026805
12,0.46473817375241494,0.43119164737495214,0.9607694159572376,0.0007940987335200904
13,0.462250062600285,0.4284899701943269,0.9611836751637571,0.0007272682546199037
14,0.46222790426948446,0.42819680877634,0.9610904492062885,0.0006548539886902864
15,0.45879628058193495,0.4291055581054172,0.9610335335141564,0.0005786390152875954
16,0.4576916901432738,0.42977448975717697,0.960878786815474,0.0005005000000000001
17,0.45781472487514524,0.4270385431276785,0.9614425974310631,0.00042236098471240487
18,0.4544002103562258,0.4263215129439895,0.9613316826895927,0.0003461460113097139
19,0.45307363539325946,0.4243749508986602,0.9617587916712477,0.00027373174538009644
20,0.45143633067202404,0.4249275495877137,0.961717407599445,0.0002042852062829163
21,0.4518998301759058,0.4259807660772994,0.9616288539256966,0.0001438566477302948
22,0.4495432903977478,0.42482238846856196,0.9618126991893181,9.683675713956328e-05
23,0.4494917589385493,0.4242067385364223,0.9619072080507085,6.326526936923463e-05
24,0.448071105342333,0.42535643239279053,0.9617272533895931,4.304678227265648e-05
25,0.447378999927417,0.4247227053384523,0.9618730855292845,3.584200257931177e-05
26,0.44965783329237075,0.42458942049258463,0.9618590138012546,0.0006369065084331265
27,0.454790029801479,0.42872777259027633,0.9610287709558911,0.0005162651432312049
28,0.45202314245457553,0.42683680395822265,0.961463077185638,0.0003290682813803354
29,0.4510430863925389,0.4269008813677607,0.9614689360245768,0.0001
30,0.4486494814457537,0.4243852077303706,0.961913134124286,0.0001
31,0.44634792756061165,0.4250758427220422,0.9618456751611799,0.0001
32,0.4460730996667122,0.4240935863675298,0.9619696614892553,0.0001
33,0.445240934081629,0.42526428119556325,0.9617365221347931,0.0001
34,0.4469473801908039,0.42468744113638596,0.9619251800161148,0.0001
35,0.4463295182403253,0.4250243604183197,0.9619131372660916,0.0001
36,0.44457301477185723,0.4242535757051932,0.9619850330869572,0.0001
37,0.44438893150310127,0.42557447343259247,0.961771663857929,0.0001
38,0.4448705303425692,0.4251199855997756,0.9618288610558358,0.0001
39,0.4441853380527626,0.42441404349095113,0.9620367279361249,0.0001
40,0.44379352631212093,0.42442887699281845,0.9619635054355138,0.0001
41,0.4435980555151596,0.42432666549811493,0.9620077150377496,0.0001
42,0.4439712620916821,0.42470082157366984,0.9620142673778947,0.0001
43,0.444270550190997,0.42453519234786163,0.9620513647702417,0.0001
44,0.44347193005944596,0.4240071403013693,0.9620923567447148,0.0001
45,0.44229605753405565,0.424488906924789,0.9619836576044992,0.0001
46,0.4437468688504225,0.42489470501203797,0.96194524672799,0.0001
47,0.44257248786030984,0.4244999498934359,0.9620326433794915,0.0001
48,0.4434223343320444,0.42414428736712484,0.9620831112488755,0.0001
49,0.44165130334646524,0.4239887820707785,0.96204566197431,0.0001
50,0.4418028925551849,0.4252829970540227,0.9619587118781004,0.0001
51,0.44357110225424473,0.42438722301173853,0.9621478041663991,0.0001
52,0.4413385407454303,0.4243255144840962,0.962076340239066,0.0001
53,0.44140974802224814,0.4248147872654167,0.9620579853922935,0.0001
54,0.4420342603508307,0.42445582473600235,0.9620550182711576,0.0001
55,0.44096830912998747,0.42572264171935414,0.9618059711175174,0.0001
56,0.4414833336054873,0.4241543404153875,0.9621153346535876,0.0001
57,0.44206431062043117,0.42593761070354563,0.9619357035984409,0.0001
58,0.4408773852854359,0.4241644909252992,0.9622381802968045,0.0001
59,0.4406577975166087,0.4240631743057354,0.9621798535150854,0.0001
60,0.4387192959282674,0.424981951713562,0.962076618812489,0.0001
61,0.4396343379199099,0.42520111960333745,0.962061199040436,0.0001
62,0.4385502908100076,0.42507639930054947,0.9619837455750538,0.0001
63,0.4403532344062312,0.42447244959908564,0.9621445961735066,0.0001
64,0.439800204873896,0.42439879839484757,0.9621470216473702,0.0001
65,0.43902230100566836,0.4242513920809772,0.9622962783550818,0.0001
66,0.4394570505943428,0.4250496158728728,0.9621431170114663,0.0001
67,0.43897824506370386,0.42471380410967646,0.962108843055016,0.0001
68,0.4380702741292058,0.4241877093508437,0.9622054431021625,0.0001
69,0.4382455876084412,0.424578387995024,0.9621740696605712,0.0001
70,0.43870408275500444,0.4256111254563203,0.9619999501701266,0.0001
71,0.4386329452196757,0.42548394203186035,0.9620773215296579,0.0001
72,0.43538194367674743,0.42530517803656087,0.9620939563426334,0.0001
73,0.43656424640798247,0.424618414124927,0.9622033799832024,0.0001
74,0.438258285830621,0.4252349154369251,0.9620516948692753,0.0001
75,0.4369246675854638,0.425859342555742,0.9620395212106885,0.0001
76,0.43580021400029967,0.42632651167946894,0.9619387607846686,0.0001
77,0.43611546438567494,0.4258510462335638,0.9620441474145942,0.0001
